"solution","fe_degree","Points:0","Points:1","Points:2"
-0.89099,5,0.85,0,-0.891
-0.88005,5,0.85,-0.05,-0.88005
-0.93891,5,0.9,-0.05,-0.93891
-0.89102,5,0.85,0,-0.89102
-0.95062,5,0.9,0,-0.95062
-0.90493,5,0.9,-0.1,-0.90493
-0.92351,5,0.95,-0.1,-0.92351
-0.93978,5,0.9,-0.05,-0.93978
-0.95908,5,0.95,-0.05,-0.95908
-0.95519,5,0.95,-0.1,-0.95519
-0.34956,5,1,-0.1,-0.34956
-0.99198,5,0.95,-0.05,-0.99198
-0.36303,5,1,-0.05,-0.36303
-0.93978,5,0.9,-0.05,-0.93978
-0.95908,5,0.95,-0.05,-0.95908
-0.95149,5,0.9,0,-0.95149
-0.97103,5,0.95,0,-0.97103
-0.99198,5,0.95,-0.05,-0.99198
-0.36303,5,1,-0.05,-0.36303
-1.0043,5,0.95,0,-1.0043
-0.36755,5,1,0,-0.36755
-0.36755,5,-1,0,-0.36755
-1.0043,5,-0.95,0,-1.0043
-0.36303,5,-1,0.05,-0.36303
-0.99198,5,-0.95,0.05,-0.99198
-0.97103,5,-0.95,0,-0.97103
-0.95149,5,-0.9,0,-0.95149
-0.95908,5,-0.95,0.05,-0.95908
-0.93978,5,-0.9,0.05,-0.93978
-0.36303,5,-1,0.05,-0.36303
-0.99198,5,-0.95,0.05,-0.99198
-0.34956,5,-1,0.1,-0.34956
-0.95519,5,-0.95,0.1,-0.95519
-0.95908,5,-0.95,0.05,-0.95908
-0.93978,5,-0.9,0.05,-0.93978
-0.92351,5,-0.95,0.1,-0.92351
-0.90493,5,-0.9,0.1,-0.90493
-0.95062,5,-0.9,0,-0.95062
-0.89102,5,-0.85,0,-0.89102
-0.93891,5,-0.9,0.05,-0.93891
-0.88005,5,-0.85,0.05,-0.88005
-0.89099,5,-0.85,0,-0.891
-0.80902,5,-0.8,0,-0.80902
-0.88002,5,-0.85,0.05,-0.88003
-0.79906,5,-0.8,0.05,-0.79906
-0.93891,5,-0.9,0.05,-0.93891
-0.88005,5,-0.85,0.05,-0.88005
-0.90409,5,-0.9,0.1,-0.90409
-0.84741,5,-0.85,0.1,-0.84741
-0.88002,5,-0.85,0.05,-0.88003
-0.79906,5,-0.8,0.05,-0.79906
-0.84739,5,-0.85,0.1,-0.84739
-0.76942,5,-0.8,0.1,-0.76942
-0.34956,5,-1,0.1,-0.34956
-0.95519,5,-0.95,0.1,-0.95519
-0.32749,5,-1,0.15,-0.32749
-0.89488,5,-0.95,0.15,-0.89488
-0.92351,5,-0.95,0.1,-0.92351
-0.90493,5,-0.9,0.1,-0.90493
-0.8652,5,-0.95,0.15,-0.8652
-0.84779,5,-0.9,0.15,-0.84779
-0.32749,5,-1,0.15,-0.32749
-0.89488,5,-0.95,0.15,-0.89488
-0.29736,5,-1,0.2,-0.29736
-0.81253,5,-0.95,0.2,-0.81253
-0.8652,5,-0.95,0.15,-0.8652
-0.84779,5,-0.9,0.15,-0.84779
-0.78558,5,-0.95,0.2,-0.78558
-0.76978,5,-0.9,0.2,-0.76978
-0.90409,5,-0.9,0.1,-0.90409
-0.84741,5,-0.85,0.1,-0.84741
-0.84701,5,-0.9,0.15,-0.84701
-0.7939,5,-0.85,0.15,-0.7939
-0.84739,5,-0.85,0.1,-0.84739
-0.76942,5,-0.8,0.1,-0.76942
-0.79388,5,-0.85,0.15,-0.79388
-0.72084,5,-0.8,0.15,-0.72084
-0.84701,5,-0.9,0.15,-0.84701
-0.7939,5,-0.85,0.15,-0.7939
-0.76907,5,-0.9,0.2,-0.76907
-0.72085,5,-0.85,0.2,-0.72085
-0.79388,5,-0.85,0.15,-0.79388
-0.72084,5,-0.8,0.15,-0.72084
-0.72083,5,-0.85,0.2,-0.72083
-0.65451,5,-0.8,0.2,-0.65451
-0.80902,5,-0.8,0,-0.80902
-0.70711,5,-0.75,0,-0.70711
-0.79906,5,-0.8,0.05,-0.79906
-0.6984,5,-0.75,0.05,-0.6984
-0.70711,5,-0.75,0,-0.70711
-0.58779,5,-0.7,0,-0.58779
-0.6984,5,-0.75,0.05,-0.6984
-0.58055,5,-0.7,0.05,-0.58055
-0.79906,5,-0.8,0.05,-0.79906
-0.6984,5,-0.75,0.05,-0.6984
-0.76942,5,-0.8,0.1,-0.76942
-0.6725,5,-0.75,0.1,-0.6725
-0.6984,5,-0.75,0.05,-0.6984
-0.58055,5,-0.7,0.05,-0.58055
-0.6725,5,-0.75,0.1,-0.6725
-0.55902,5,-0.7,0.1,-0.55902
-0.58779,5,-0.7,0,-0.58779
-0.45399,5,-0.65,0,-0.45399
-0.58055,5,-0.7,0.05,-0.58055
-0.4484,5,-0.65,0.05,-0.4484
-0.45399,5,-0.65,0,-0.45399
-0.30902,5,-0.6,0,-0.30902
-0.4484,5,-0.65,0.05,-0.4484
-0.30521,5,-0.6,0.05,-0.30521
-0.58055,5,-0.7,0.05,-0.58055
-0.4484,5,-0.65,0.05,-0.4484
-0.55902,5,-0.7,0.1,-0.55902
-0.43177,5,-0.65,0.1,-0.43177
-0.4484,5,-0.65,0.05,-0.4484
-0.30521,5,-0.6,0.05,-0.30521
-0.43177,5,-0.65,0.1,-0.43177
-0.29389,5,-0.6,0.1,-0.29389
-0.76942,5,-0.8,0.1,-0.76942
-0.6725,5,-0.75,0.1,-0.6725
-0.72084,5,-0.8,0.15,-0.72084
-0.63004,5,-0.75,0.15,-0.63004
-0.6725,5,-0.75,0.1,-0.6725
-0.55902,5,-0.7,0.1,-0.55902
-0.63004,5,-0.75,0.15,-0.63004
-0.52372,5,-0.7,0.15,-0.52372
-0.72084,5,-0.8,0.15,-0.72084
-0.63004,5,-0.75,0.15,-0.63004
-0.65451,5,-0.8,0.2,-0.65451
-0.57206,5,-0.75,0.2,-0.57206
-0.63004,5,-0.75,0.15,-0.63004
-0.52372,5,-0.7,0.15,-0.52372
-0.57206,5,-0.75,0.2,-0.57206
-0.47553,5,-0.7,0.2,-0.47553
-0.55902,5,-0.7,0.1,-0.55902
-0.43177,5,-0.65,0.1,-0.43177
-0.52372,5,-0.7,0.15,-0.52372
-0.40451,5,-0.65,0.15,-0.40451
-0.43177,5,-0.65,0.1,-0.43177
-0.29389,5,-0.6,0.1,-0.29389
-0.40451,5,-0.65,0.15,-0.40451
-0.27534,5,-0.6,0.15,-0.27534
-0.52372,5,-0.7,0.15,-0.52372
-0.40451,5,-0.65,0.15,-0.40451
-0.47553,5,-0.7,0.2,-0.47553
-0.36729,5,-0.65,0.2,-0.36729
-0.40451,5,-0.65,0.15,-0.40451
-0.27534,5,-0.6,0.15,-0.27534
-0.36729,5,-0.65,0.2,-0.36729
-0.25,5,-0.6,0.2,-0.25
-0.30902,5,-0.6,0,-0.30902
-0.15643,5,-0.55,0,-0.15643
-0.30521,5,-0.6,0.05,-0.30521
-0.15451,5,-0.55,0.05,-0.15451
-0.15643,5,-0.55,0,-0.15643
2.4179e-07,5,-0.5,0,2.4179e-07
-0.15451,5,-0.55,0.05,-0.15451
1.5016e-07,5,-0.5,0.05,1.5016e-07
-0.30521,5,-0.6,0.05,-0.30521
-0.15451,5,-0.55,0.05,-0.15451
-0.29389,5,-0.6,0.1,-0.29389
-0.14878,5,-0.55,0.1,-0.14878
-0.15451,5,-0.55,0.05,-0.15451
1.4966e-07,5,-0.5,0.05,1.4966e-07
-0.14878,5,-0.55,0.1,-0.14878
3.4102e-08,5,-0.5,0.1,3.4102e-08
2.4246e-07,5,-0.5,0,2.4246e-07
0.15643,5,-0.45,0,0.15643
1.5061e-07,5,-0.5,0.05,1.5061e-07
0.15451,5,-0.45,0.05,0.15451
0.15643,5,-0.45,0,0.15643
0.30902,5,-0.4,0,0.30902
0.15451,5,-0.45,0.05,0.15451
0.30521,5,-0.4,0.05,0.30521
1.4997e-07,5,-0.5,0.05,1.4997e-07
0.15451,5,-0.45,0.05,0.15451
3.2747e-08,5,-0.5,0.1,3.2747e-08
0.14878,5,-0.45,0.1,0.14878
0.15451,5,-0.45,0.05,0.15451
0.30521,5,-0.4,0.05,0.30521
0.14878,5,-0.45,0.1,0.14878
0.29389,5,-0.4,0.1,0.29389
-0.29389,5,-0.6,0.1,-0.29389
-0.14878,5,-0.55,0.1,-0.14878
-0.27534,5,-0.6,0.15,-0.27534
-0.13938,5,-0.55,0.15,-0.13938
-0.14878,5,-0.55,0.1,-0.14878
3.1908e-08,5,-0.5,0.1,3.1908e-08
-0.13938,5,-0.55,0.15,-0.13938
2.7954e-08,5,-0.5,0.15,2.7954e-08
-0.27534,5,-0.6,0.15,-0.27534
-0.13938,5,-0.55,0.15,-0.13938
-0.25,5,-0.6,0.2,-0.25
-0.12656,5,-0.55,0.2,-0.12656
-0.13938,5,-0.55,0.15,-0.13938
2.8236e-08,5,-0.5,0.15,2.8236e-08
-0.12656,5,-0.55,0.2,-0.12656
1.2872e-08,5,-0.5,0.2,1.2873e-08
3.2526e-08,5,-0.5,0.1,3.2526e-08
0.14878,5,-0.45,0.1,0.14878
2.727e-08,5,-0.5,0.15,2.727e-08
0.13938,5,-0.45,0.15,0.13938
0.14878,5,-0.45,0.1,0.14878
0.29389,5,-0.4,0.1,0.29389
0.13938,5,-0.45,0.15,0.13938
0.27534,5,-0.4,0.15,0.27534
2.7079e-08,5,-0.5,0.15,2.7079e-08
0.13938,5,-0.45,0.15,0.13938
1.3738e-08,5,-0.5,0.2,1.3738e-08
0.12656,5,-0.45,0.2,0.12656
0.13938,5,-0.45,0.15,0.13938
0.27534,5,-0.4,0.15,0.27534
0.12656,5,-0.45,0.2,0.12656
0.25,5,-0.4,0.2,0.25
0.30902,5,-0.4,0,0.30902
0.45399,5,-0.35,0,0.45399
0.30521,5,-0.4,0.05,0.30521
0.4484,5,-0.35,0.05,0.4484
0.45399,5,-0.35,0,0.45399
0.58779,5,-0.3,0,0.58779
0.4484,5,-0.35,0.05,0.4484
0.58055,5,-0.3,0.05,0.58055
0.30521,5,-0.4,0.05,0.30521
0.4484,5,-0.35,0.05,0.4484
0.29389,5,-0.4,0.1,0.29389
0.43177,5,-0.35,0.1,0.43177
0.4484,5,-0.35,0.05,0.4484
0.58055,5,-0.3,0.05,0.58055
0.43177,5,-0.35,0.1,0.43177
0.55902,5,-0.3,0.1,0.55902
0.58779,5,-0.3,0,0.58779
0.70711,5,-0.25,0,0.70711
0.58055,5,-0.3,0.05,0.58055
0.6984,5,-0.25,0.05,0.6984
0.70711,5,-0.25,0,0.70711
0.80902,5,-0.2,0,0.80902
0.6984,5,-0.25,0.05,0.6984
0.79906,5,-0.2,0.05,0.79906
0.58055,5,-0.3,0.05,0.58055
0.6984,5,-0.25,0.05,0.6984
0.55902,5,-0.3,0.1,0.55902
0.6725,5,-0.25,0.1,0.6725
0.6984,5,-0.25,0.05,0.6984
0.79906,5,-0.2,0.05,0.79906
0.6725,5,-0.25,0.1,0.6725
0.76942,5,-0.2,0.1,0.76942
0.29389,5,-0.4,0.1,0.29389
0.43177,5,-0.35,0.1,0.43177
0.27534,5,-0.4,0.15,0.27534
0.40451,5,-0.35,0.15,0.40451
0.43177,5,-0.35,0.1,0.43177
0.55902,5,-0.3,0.1,0.55902
0.40451,5,-0.35,0.15,0.40451
0.52372,5,-0.3,0.15,0.52372
0.27534,5,-0.4,0.15,0.27534
0.40451,5,-0.35,0.15,0.40451
0.25,5,-0.4,0.2,0.25
0.36729,5,-0.35,0.2,0.36729
0.40451,5,-0.35,0.15,0.40451
0.52372,5,-0.3,0.15,0.52372
0.36729,5,-0.35,0.2,0.36729
0.47553,5,-0.3,0.2,0.47553
0.55902,5,-0.3,0.1,0.55902
0.6725,5,-0.25,0.1,0.6725
0.52372,5,-0.3,0.15,0.52372
0.63004,5,-0.25,0.15,0.63004
0.6725,5,-0.25,0.1,0.6725
0.76942,5,-0.2,0.1,0.76942
0.63004,5,-0.25,0.15,0.63004
0.72084,5,-0.2,0.15,0.72084
0.52372,5,-0.3,0.15,0.52372
0.63004,5,-0.25,0.15,0.63004
0.47553,5,-0.3,0.2,0.47553
0.57206,5,-0.25,0.2,0.57206
0.63004,5,-0.25,0.15,0.63004
0.72084,5,-0.2,0.15,0.72084
0.57206,5,-0.25,0.2,0.57206
0.65451,5,-0.2,0.2,0.65451
0.80902,5,-0.2,0,0.80902
0.89101,5,-0.15,0,0.89101
0.79906,5,-0.2,0.05,0.79906
0.88004,5,-0.15,0.05,0.88004
0.89101,5,-0.15,0,0.89101
0.95106,5,-0.1,0,0.95106
0.88004,5,-0.15,0.05,0.88004
0.93935,5,-0.1,0.05,0.93935
0.79906,5,-0.2,0.05,0.79906
0.88004,5,-0.15,0.05,0.88004
0.76942,5,-0.2,0.1,0.76942
0.8474,5,-0.15,0.1,0.8474
0.88004,5,-0.15,0.05,0.88004
0.93935,5,-0.1,0.05,0.93935
0.8474,5,-0.15,0.1,0.8474
0.90451,5,-0.1,0.1,0.90451
0.95106,5,-0.1,0,0.95106
0.98769,5,-0.05,0,0.98769
0.93935,5,-0.1,0.05,0.93935
0.97553,5,-0.05,0.05,0.97553
0.98769,5,-0.05,0,0.98769
1,5,0,0,1
0.97553,5,-0.05,0.05,0.97553
0.98769,5,0,0.05,0.98769
0.93935,5,-0.1,0.05,0.93935
0.97553,5,-0.05,0.05,0.97553
0.90451,5,-0.1,0.1,0.90451
0.93935,5,-0.05,0.1,0.93935
0.97553,5,-0.05,0.05,0.97553
0.98769,5,0,0.05,0.98769
0.93935,5,-0.05,0.1,0.93935
0.95106,5,0,0.1,0.95106
0.76942,5,-0.2,0.1,0.76942
0.8474,5,-0.15,0.1,0.8474
0.72084,5,-0.2,0.15,0.72084
0.79389,5,-0.15,0.15,0.79389
0.8474,5,-0.15,0.1,0.8474
0.90451,5,-0.1,0.1,0.90451
0.79389,5,-0.15,0.15,0.79389
0.8474,5,-0.1,0.15,0.8474
0.72084,5,-0.2,0.15,0.72084
0.79389,5,-0.15,0.15,0.79389
0.65451,5,-0.2,0.2,0.65451
0.72084,5,-0.15,0.2,0.72084
0.79389,5,-0.15,0.15,0.79389
0.8474,5,-0.1,0.15,0.8474
0.72084,5,-0.15,0.2,0.72084
0.76942,5,-0.1,0.2,0.76942
0.90451,5,-0.1,0.1,0.90451
0.93935,5,-0.05,0.1,0.93935
0.8474,5,-0.1,0.15,0.8474
0.88004,5,-0.05,0.15,0.88004
0.93935,5,-0.05,0.1,0.93935
0.95106,5,0,0.1,0.95106
0.88004,5,-0.05,0.15,0.88004
0.89101,5,0,0.15,0.89101
0.8474,5,-0.1,0.15,0.8474
0.88004,5,-0.05,0.15,0.88004
0.76942,5,-0.1,0.2,0.76942
0.79906,5,-0.05,0.2,0.79906
0.88004,5,-0.05,0.15,0.88004
0.89101,5,0,0.15,0.89101
0.79906,5,-0.05,0.2,0.79906
0.80902,5,0,0.2,0.80902
1,5,0,0,1
0.98769,5,0.05,0,0.98769
0.98769,5,0,0.05,0.98769
0.97553,5,0.05,0.05,0.97553
0.98769,5,0.05,0,0.98769
0.95106,5,0.1,0,0.95106
0.97553,5,0.05,0.05,0.97553
0.93935,5,0.1,0.05,0.93935
0.98769,5,0,0.05,0.98769
0.97553,5,0.05,0.05,0.97553
0.95106,5,0,0.1,0.95106
0.93935,5,0.05,0.1,0.93935
0.97553,5,0.05,0.05,0.97553
0.93935,5,0.1,0.05,0.93935
0.93935,5,0.05,0.1,0.93935
0.90451,5,0.1,0.1,0.90451
0.95106,5,0.1,0,0.95106
0.89101,5,0.15,0,0.89101
0.93935,5,0.1,0.05,0.93935
0.88004,5,0.15,0.05,0.88004
0.89101,5,0.15,0,0.89101
0.80902,5,0.2,0,0.80902
0.88004,5,0.15,0.05,0.88004
0.79906,5,0.2,0.05,0.79906
0.93935,5,0.1,0.05,0.93935
0.88004,5,0.15,0.05,0.88004
0.90451,5,0.1,0.1,0.90451
0.8474,5,0.15,0.1,0.8474
0.88004,5,0.15,0.05,0.88004
0.79906,5,0.2,0.05,0.79906
0.8474,5,0.15,0.1,0.8474
0.76942,5,0.2,0.1,0.76942
0.95106,5,0,0.1,0.95106
0.93935,5,0.05,0.1,0.93935
0.89101,5,0,0.15,0.89101
0.88004,5,0.05,0.15,0.88004
0.93935,5,0.05,0.1,0.93935
0.90451,5,0.1,0.1,0.90451
0.88004,5,0.05,0.15,0.88004
0.8474,5,0.1,0.15,0.8474
0.89101,5,0,0.15,0.89101
0.88004,5,0.05,0.15,0.88004
0.80902,5,0,0.2,0.80902
0.79906,5,0.05,0.2,0.79906
0.88004,5,0.05,0.15,0.88004
0.8474,5,0.1,0.15,0.8474
0.79906,5,0.05,0.2,0.79906
0.76942,5,0.1,0.2,0.76942
0.90451,5,0.1,0.1,0.90451
0.8474,5,0.15,0.1,0.8474
0.8474,5,0.1,0.15,0.8474
0.79389,5,0.15,0.15,0.79389
0.8474,5,0.15,0.1,0.8474
0.76942,5,0.2,0.1,0.76942
0.79389,5,0.15,0.15,0.79389
0.72084,5,0.2,0.15,0.72084
0.8474,5,0.1,0.15,0.8474
0.79389,5,0.15,0.15,0.79389
0.76942,5,0.1,0.2,0.76942
0.72084,5,0.15,0.2,0.72084
0.79389,5,0.15,0.15,0.79389
0.72084,5,0.2,0.15,0.72084
0.72084,5,0.15,0.2,0.72084
0.65451,5,0.2,0.2,0.65451
0.80902,5,0.2,0,0.80902
0.70711,5,0.25,0,0.70711
0.79906,5,0.2,0.05,0.79906
0.6984,5,0.25,0.05,0.6984
0.70711,5,0.25,0,0.70711
0.58779,5,0.3,0,0.58779
0.6984,5,0.25,0.05,0.6984
0.58055,5,0.3,0.05,0.58055
0.79906,5,0.2,0.05,0.79906
0.6984,5,0.25,0.05,0.6984
0.76942,5,0.2,0.1,0.76942
0.6725,5,0.25,0.1,0.6725
0.6984,5,0.25,0.05,0.6984
0.58055,5,0.3,0.05,0.58055
0.6725,5,0.25,0.1,0.6725
0.55902,5,0.3,0.1,0.55902
0.58779,5,0.3,0,0.58779
0.45399,5,0.35,0,0.45399
0.58055,5,0.3,0.05,0.58055
0.4484,5,0.35,0.05,0.4484
0.45399,5,0.35,0,0.45399
0.30902,5,0.4,0,0.30902
0.4484,5,0.35,0.05,0.4484
0.30521,5,0.4,0.05,0.30521
0.58055,5,0.3,0.05,0.58055
0.4484,5,0.35,0.05,0.4484
0.55902,5,0.3,0.1,0.55902
0.43177,5,0.35,0.1,0.43177
0.4484,5,0.35,0.05,0.4484
0.30521,5,0.4,0.05,0.30521
0.43177,5,0.35,0.1,0.43177
0.29389,5,0.4,0.1,0.29389
0.76942,5,0.2,0.1,0.76942
0.6725,5,0.25,0.1,0.6725
0.72084,5,0.2,0.15,0.72084
0.63004,5,0.25,0.15,0.63004
0.6725,5,0.25,0.1,0.6725
0.55902,5,0.3,0.1,0.55902
0.63004,5,0.25,0.15,0.63004
0.52372,5,0.3,0.15,0.52372
0.72084,5,0.2,0.15,0.72084
0.63004,5,0.25,0.15,0.63004
0.65451,5,0.2,0.2,0.65451
0.57206,5,0.25,0.2,0.57206
0.63004,5,0.25,0.15,0.63004
0.52372,5,0.3,0.15,0.52372
0.57206,5,0.25,0.2,0.57206
0.47553,5,0.3,0.2,0.47553
0.55902,5,0.3,0.1,0.55902
0.43177,5,0.35,0.1,0.43177
0.52372,5,0.3,0.15,0.52372
0.40451,5,0.35,0.15,0.40451
0.43177,5,0.35,0.1,0.43177
0.29389,5,0.4,0.1,0.29389
0.40451,5,0.35,0.15,0.40451
0.27534,5,0.4,0.15,0.27534
0.52372,5,0.3,0.15,0.52372
0.40451,5,0.35,0.15,0.40451
0.47553,5,0.3,0.2,0.47553
0.36729,5,0.35,0.2,0.36729
0.40451,5,0.35,0.15,0.40451
0.27534,5,0.4,0.15,0.27534
0.36729,5,0.35,0.2,0.36729
0.25,5,0.4,0.2,0.25
0.30902,5,0.4,0,0.30902
0.15643,5,0.45,0,0.15643
0.30521,5,0.4,0.05,0.30521
0.15451,5,0.45,0.05,0.15451
0.15643,5,0.45,0,0.15643
2.1285e-07,5,0.5,0,2.1285e-07
0.15451,5,0.45,0.05,0.15451
1.8782e-07,5,0.5,0.05,1.8782e-07
0.30521,5,0.4,0.05,0.30521
0.15451,5,0.45,0.05,0.15451
0.29389,5,0.4,0.1,0.29389
0.14878,5,0.45,0.1,0.14878
0.15451,5,0.45,0.05,0.15451
1.9083e-07,5,0.5,0.05,1.9083e-07
0.14878,5,0.45,0.1,0.14878
1.1406e-07,5,0.5,0.1,1.1407e-07
2.1317e-07,5,0.5,0,2.1317e-07
-0.15643,5,0.55,0,-0.15643
1.9027e-07,5,0.5,0.05,1.9027e-07
-0.15451,5,0.55,0.05,-0.15451
-0.15643,5,0.55,0,-0.15643
-0.30902,5,0.6,0,-0.30902
-0.15451,5,0.55,0.05,-0.15451
-0.30521,5,0.6,0.05,-0.30521
1.8912e-07,5,0.5,0.05,1.8912e-07
-0.15451,5,0.55,0.05,-0.15451
1.1438e-07,5,0.5,0.1,1.1438e-07
-0.14878,5,0.55,0.1,-0.14878
-0.15451,5,0.55,0.05,-0.15451
-0.30521,5,0.6,0.05,-0.30521
-0.14878,5,0.55,0.1,-0.14878
-0.29389,5,0.6,0.1,-0.29389
0.29389,5,0.4,0.1,0.29389
0.14878,5,0.45,0.1,0.14878
0.27534,5,0.4,0.15,0.27534
0.13938,5,0.45,0.15,0.13938
0.14878,5,0.45,0.1,0.14878
1.1527e-07,5,0.5,0.1,1.1527e-07
0.13938,5,0.45,0.15,0.13938
1.0178e-07,5,0.5,0.15,1.0178e-07
0.27534,5,0.4,0.15,0.27534
0.13938,5,0.45,0.15,0.13938
0.25,5,0.4,0.2,0.25
0.12656,5,0.45,0.2,0.12656
0.13938,5,0.45,0.15,0.13938
1.0031e-07,5,0.5,0.15,1.0031e-07
0.12656,5,0.45,0.2,0.12656
1.2581e-07,5,0.5,0.2,1.2581e-07
1.1493e-07,5,0.5,0.1,1.1493e-07
-0.14878,5,0.55,0.1,-0.14878
9.94e-08,5,0.5,0.15,9.94e-08
-0.13938,5,0.55,0.15,-0.13938
-0.14878,5,0.55,0.1,-0.14878
-0.29389,5,0.6,0.1,-0.29389
-0.13938,5,0.55,0.15,-0.13938
-0.27534,5,0.6,0.15,-0.27534
1.0073e-07,5,0.5,0.15,1.0073e-07
-0.13938,5,0.55,0.15,-0.13938
1.2881e-07,5,0.5,0.2,1.2881e-07
-0.12656,5,0.55,0.2,-0.12656
-0.13938,5,0.55,0.15,-0.13938
-0.27534,5,0.6,0.15,-0.27534
-0.12656,5,0.55,0.2,-0.12656
-0.25,5,0.6,0.2,-0.25
-0.30902,5,0.6,0,-0.30902
-0.45399,5,0.65,0,-0.45399
-0.30521,5,0.6,0.05,-0.30521
-0.4484,5,0.65,0.05,-0.4484
-0.45399,5,0.65,0,-0.45399
-0.58779,5,0.7,0,-0.58779
-0.4484,5,0.65,0.05,-0.4484
-0.58055,5,0.7,0.05,-0.58055
-0.30521,5,0.6,0.05,-0.30521
-0.4484,5,0.65,0.05,-0.4484
-0.29389,5,0.6,0.1,-0.29389
-0.43177,5,0.65,0.1,-0.43177
-0.4484,5,0.65,0.05,-0.4484
-0.58055,5,0.7,0.05,-0.58055
-0.43177,5,0.65,0.1,-0.43177
-0.55902,5,0.7,0.1,-0.55902
-0.58779,5,0.7,0,-0.58779
-0.70711,5,0.75,0,-0.70711
-0.58055,5,0.7,0.05,-0.58055
-0.6984,5,0.75,0.05,-0.6984
-0.70711,5,0.75,0,-0.70711
-0.80902,5,0.8,0,-0.80902
-0.6984,5,0.75,0.05,-0.6984
-0.79906,5,0.8,0.05,-0.79906
-0.58055,5,0.7,0.05,-0.58055
-0.6984,5,0.75,0.05,-0.6984
-0.55902,5,0.7,0.1,-0.55902
-0.6725,5,0.75,0.1,-0.6725
-0.6984,5,0.75,0.05,-0.6984
-0.79906,5,0.8,0.05,-0.79906
-0.6725,5,0.75,0.1,-0.6725
-0.76942,5,0.8,0.1,-0.76942
-0.29389,5,0.6,0.1,-0.29389
-0.43177,5,0.65,0.1,-0.43177
-0.27534,5,0.6,0.15,-0.27534
-0.40451,5,0.65,0.15,-0.40451
-0.43177,5,0.65,0.1,-0.43177
-0.55902,5,0.7,0.1,-0.55902
-0.40451,5,0.65,0.15,-0.40451
-0.52372,5,0.7,0.15,-0.52372
-0.27534,5,0.6,0.15,-0.27534
-0.40451,5,0.65,0.15,-0.40451
-0.25,5,0.6,0.2,-0.25
-0.36729,5,0.65,0.2,-0.36729
-0.40451,5,0.65,0.15,-0.40451
-0.52372,5,0.7,0.15,-0.52372
-0.36729,5,0.65,0.2,-0.36729
-0.47553,5,0.7,0.2,-0.47553
-0.55902,5,0.7,0.1,-0.55902
-0.6725,5,0.75,0.1,-0.6725
-0.52372,5,0.7,0.15,-0.52372
-0.63004,5,0.75,0.15,-0.63004
-0.6725,5,0.75,0.1,-0.6725
-0.76942,5,0.8,0.1,-0.76942
-0.63004,5,0.75,0.15,-0.63004
-0.72084,5,0.8,0.15,-0.72084
-0.52372,5,0.7,0.15,-0.52372
-0.63004,5,0.75,0.15,-0.63004
-0.47553,5,0.7,0.2,-0.47553
-0.57206,5,0.75,0.2,-0.57206
-0.63004,5,0.75,0.15,-0.63004
-0.72084,5,0.8,0.15,-0.72084
-0.57206,5,0.75,0.2,-0.57206
-0.65451,5,0.8,0.2,-0.65451
-0.80902,5,0.8,0,-0.80902
-0.89099,5,0.85,0,-0.891
-0.79906,5,0.8,0.05,-0.79906
-0.88002,5,0.85,0.05,-0.88003
-0.89102,5,0.85,0,-0.89102
-0.95062,5,0.9,0,-0.95062
-0.88005,5,0.85,0.05,-0.88005
-0.93891,5,0.9,0.05,-0.93891
-0.79906,5,0.8,0.05,-0.79906
-0.88002,5,0.85,0.05,-0.88003
-0.76942,5,0.8,0.1,-0.76942
-0.84739,5,0.85,0.1,-0.84739
-0.88005,5,0.85,0.05,-0.88005
-0.93891,5,0.9,0.05,-0.93891
-0.84741,5,0.85,0.1,-0.84741
-0.90409,5,0.9,0.1,-0.90409
-0.95149,5,0.9,0,-0.95149
-0.97103,5,0.95,0,-0.97103
-0.93978,5,0.9,0.05,-0.93978
-0.95908,5,0.95,0.05,-0.95908
-1.0043,5,0.95,0,-1.0043
-0.36755,5,1,0,-0.36755
-0.99198,5,0.95,0.05,-0.99198
-0.36303,5,1,0.05,-0.36303
-0.93978,5,0.9,0.05,-0.93978
-0.95908,5,0.95,0.05,-0.95908
-0.90493,5,0.9,0.1,-0.90493
-0.92351,5,0.95,0.1,-0.92351
-0.99198,5,0.95,0.05,-0.99198
-0.36303,5,1,0.05,-0.36303
-0.95519,5,0.95,0.1,-0.95519
-0.34956,5,1,0.1,-0.34956
-0.76942,5,0.8,0.1,-0.76942
-0.84739,5,0.85,0.1,-0.84739
-0.72084,5,0.8,0.15,-0.72084
-0.79388,5,0.85,0.15,-0.79388
-0.84741,5,0.85,0.1,-0.84741
-0.90409,5,0.9,0.1,-0.90409
-0.7939,5,0.85,0.15,-0.7939
-0.84701,5,0.9,0.15,-0.84701
-0.72084,5,0.8,0.15,-0.72084
-0.79388,5,0.85,0.15,-0.79388
-0.65451,5,0.8,0.2,-0.65451
-0.72083,5,0.85,0.2,-0.72083
-0.7939,5,0.85,0.15,-0.7939
-0.84701,5,0.9,0.15,-0.84701
-0.72085,5,0.85,0.2,-0.72085
-0.76907,5,0.9,0.2,-0.76907
-0.90493,5,0.9,0.1,-0.90493
-0.92351,5,0.95,0.1,-0.92351
-0.84779,5,0.9,0.15,-0.84779
-0.8652,5,0.95,0.15,-0.8652
-0.95519,5,0.95,0.1,-0.95519
-0.34956,5,1,0.1,-0.34956
-0.89488,5,0.95,0.15,-0.89488
-0.32749,5,1,0.15,-0.32749
-0.84779,5,0.9,0.15,-0.84779
