"solution","fe_degree","Points:0","Points:1","Points:2"
-0.15643,5,0,-0.55,-0.15643
-0.14878,5,-0.1,-0.55,-0.14878
-0.15451,5,-0.05,-0.55,-0.15451
-6.3571e-08,5,-0.1,-0.5,-6.3571e-08
-9.0142e-08,5,-0.05,-0.5,-9.0142e-08
-0.15451,5,-0.05,-0.55,-0.15451
-0.15643,5,0,-0.55,-0.15643
-8.9356e-08,5,-0.05,-0.5,-8.9356e-08
-1.2997e-07,5,0,-0.5,-1.2997e-07
2.7895e-07,5,-0.2,-0.5,2.7895e-07
8.4781e-08,5,-0.15,-0.5,8.4781e-08
0.12656,5,-0.2,-0.45,0.12656
0.13938,5,-0.15,-0.45,0.13938
8.2203e-08,5,-0.15,-0.5,8.2203e-08
-6.3991e-08,5,-0.1,-0.5,-6.3991e-08
0.13938,5,-0.15,-0.45,0.13938
0.14878,5,-0.1,-0.45,0.14878
0.12656,5,-0.2,-0.45,0.12656
0.13938,5,-0.15,-0.45,0.13938
0.25,5,-0.2,-0.4,0.25
0.27534,5,-0.15,-0.4,0.27534
0.13938,5,-0.15,-0.45,0.13938
0.14878,5,-0.1,-0.45,0.14878
0.27534,5,-0.15,-0.4,0.27534
0.29389,5,-0.1,-0.4,0.29389
-6.3325e-08,5,-0.1,-0.5,-6.3325e-08
-8.9653e-08,5,-0.05,-0.5,-8.9653e-08
0.14878,5,-0.1,-0.45,0.14878
0.15451,5,-0.05,-0.45,0.15451
-9.0437e-08,5,-0.05,-0.5,-9.0437e-08
-1.2751e-07,5,0,-0.5,-1.2751e-07
0.15451,5,-0.05,-0.45,0.15451
0.15643,5,0,-0.45,0.15643
0.14878,5,-0.1,-0.45,0.14878
0.15451,5,-0.05,-0.45,0.15451
0.29389,5,-0.1,-0.4,0.29389
0.30521,5,-0.05,-0.4,0.30521
0.15451,5,-0.05,-0.45,0.15451
0.15643,5,0,-0.45,0.15643
0.30521,5,-0.05,-0.4,0.30521
0.30902,5,0,-0.4,0.30902
-0.30902,5,0,-0.6,-0.30902
-0.30521,5,0.05,-0.6,-0.30521
-0.15643,5,0,-0.55,-0.15643
-0.15451,5,0.05,-0.55,-0.15451
-0.30521,5,0.05,-0.6,-0.30521
-0.29389,5,0.1,-0.6,-0.29389
-0.15451,5,0.05,-0.55,-0.15451
-0.14878,5,0.1,-0.55,-0.14878
-0.15643,5,0,-0.55,-0.15643
-0.15451,5,0.05,-0.55,-0.15451
-1.2784e-07,5,0,-0.5,-1.2784e-07
-2.4918e-07,5,0.05,-0.5,-2.4918e-07
-0.15451,5,0.05,-0.55,-0.15451
-0.14878,5,0.1,-0.55,-0.14878
-2.5069e-07,5,0.05,-0.5,-2.5069e-07
-3.3902e-07,5,0.1,-0.5,-3.3902e-07
-0.29389,5,0.1,-0.6,-0.29389
-0.27534,5,0.15,-0.6,-0.27534
-0.14878,5,0.1,-0.55,-0.14878
-0.13938,5,0.15,-0.55,-0.13938
-0.27534,5,0.15,-0.6,-0.27534
-0.25,5,0.2,-0.6,-0.25
-0.13938,5,0.15,-0.55,-0.13938
-0.12656,5,0.2,-0.55,-0.12656
-0.14878,5,0.1,-0.55,-0.14878
-0.13938,5,0.15,-0.55,-0.13938
-3.397e-07,5,0.1,-0.5,-3.3969e-07
-3.0323e-07,5,0.15,-0.5,-3.0323e-07
-0.13938,5,0.15,-0.55,-0.13938
-0.12656,5,0.2,-0.55,-0.12656
-3.0051e-07,5,0.15,-0.5,-3.0051e-07
-2.8463e-07,5,0.2,-0.5,-2.8463e-07
-1.2885e-07,5,0,-0.5,-1.2885e-07
-2.5111e-07,5,0.05,-0.5,-2.5111e-07
0.15643,5,0,-0.45,0.15643
0.15451,5,0.05,-0.45,0.15451
-2.5094e-07,5,0.05,-0.5,-2.5093e-07
-3.4101e-07,5,0.1,-0.5,-3.4101e-07
0.15451,5,0.05,-0.45,0.15451
0.14878,5,0.1,-0.45,0.14878
0.15643,5,0,-0.45,0.15643
0.15451,5,0.05,-0.45,0.15451
0.30902,5,0,-0.4,0.30902
0.30521,5,0.05,-0.4,0.30521
0.15451,5,0.05,-0.45,0.15451
0.14878,5,0.1,-0.45,0.14878
0.30521,5,0.05,-0.4,0.30521
0.29389,5,0.1,-0.4,0.29389
-3.4e-07,5,0.1,-0.5,-3.4e-07
-3.0406e-07,5,0.15,-0.5,-3.0406e-07
0.14878,5,0.1,-0.45,0.14878
0.13938,5,0.15,-0.45,0.13938
-3.0336e-07,5,0.15,-0.5,-3.0336e-07
-2.8456e-07,5,0.2,-0.5,-2.8456e-07
0.13938,5,0.15,-0.45,0.13938
0.12656,5,0.2,-0.45,0.12656
0.14878,5,0.1,-0.45,0.14878
0.13938,5,0.15,-0.45,0.13938
0.29389,5,0.1,-0.4,0.29389
0.27534,5,0.15,-0.4,0.27534
0.13938,5,0.15,-0.45,0.13938
0.12656,5,0.2,-0.45,0.12656
0.27534,5,0.15,-0.4,0.27534
0.25,5,0.2,-0.4,0.25
-0.25,5,0.2,-0.6,-0.25
-0.21851,5,0.25,-0.6,-0.21851
-0.12656,5,0.2,-0.55,-0.12656
-0.11062,5,0.25,-0.55,-0.11062
-0.21851,5,0.25,-0.6,-0.21851
-0.18164,5,0.3,-0.6,-0.18164
-0.11062,5,0.25,-0.55,-0.11062
-0.09195,5,0.3,-0.55,-0.09195
-0.12656,5,0.2,-0.55,-0.12656
-0.11062,5,0.25,-0.55,-0.11062
-2.8389e-07,5,0.2,-0.5,-2.8389e-07
-3.3586e-07,5,0.25,-0.5,-3.3586e-07
-0.11062,5,0.25,-0.55,-0.11062
-0.09195,5,0.3,-0.55,-0.09195
-3.3717e-07,5,0.25,-0.5,-3.3717e-07
-3.4498e-07,5,0.3,-0.5,-3.4498e-07
-0.18164,5,0.3,-0.6,-0.18164
-0.14029,5,0.35,-0.6,-0.14029
-0.09195,5,0.3,-0.55,-0.09195
-0.07102,5,0.35,-0.55,-0.07102
-0.14029,5,0.35,-0.6,-0.14029
-0.095492,5,0.4,-0.6,-0.095492
-0.07102,5,0.35,-0.55,-0.07102
-0.048341,5,0.4,-0.55,-0.048341
-0.09195,5,0.3,-0.55,-0.09195
-0.07102,5,0.35,-0.55,-0.07102
-3.4475e-07,5,0.3,-0.5,-3.4475e-07
-3.6263e-07,5,0.35,-0.5,-3.6263e-07
-0.07102,5,0.35,-0.55,-0.07102
-0.048341,5,0.4,-0.55,-0.048341
-3.623e-07,5,0.35,-0.5,-3.623e-07
-3.8546e-07,5,0.4,-0.5,-3.8546e-07
-2.8461e-07,5,0.2,-0.5,-2.8461e-07
-3.3691e-07,5,0.25,-0.5,-3.3691e-07
0.12656,5,0.2,-0.45,0.12656
0.11062,5,0.25,-0.45,0.11062
-3.3553e-07,5,0.25,-0.5,-3.3552e-07
-3.4679e-07,5,0.3,-0.5,-3.4679e-07
0.11062,5,0.25,-0.45,0.11062
0.09195,5,0.3,-0.45,0.09195
0.12656,5,0.2,-0.45,0.12656
0.11062,5,0.25,-0.45,0.11062
0.25,5,0.2,-0.4,0.25
0.21851,5,0.25,-0.4,0.21851
0.11062,5,0.25,-0.45,0.11062
0.09195,5,0.3,-0.45,0.09195
0.21851,5,0.25,-0.4,0.21851
0.18163,5,0.3,-0.4,0.18164
-3.4848e-07,5,0.3,-0.5,-3.4848e-07
-3.6277e-07,5,0.35,-0.5,-3.6277e-07
0.09195,5,0.3,-0.45,0.09195
0.071019,5,0.35,-0.45,0.071019
-3.6163e-07,5,0.35,-0.5,-3.6163e-07
-3.8427e-07,5,0.4,-0.5,-3.8427e-07
0.071019,5,0.35,-0.45,0.071019
0.048341,5,0.4,-0.45,0.04834
0.09195,5,0.3,-0.45,0.09195
0.071019,5,0.35,-0.45,0.071019
0.18163,5,0.3,-0.4,0.18164
0.14029,5,0.35,-0.4,0.14029
0.071019,5,0.35,-0.45,0.071019
0.048341,5,0.4,-0.45,0.04834
0.14029,5,0.35,-0.4,0.14029
0.095491,5,0.4,-0.4,0.095491
-0.095492,5,0.4,-0.6,-0.095492
-0.048341,5,0.45,-0.6,-0.048341
-0.048341,5,0.4,-0.55,-0.048341
-0.024472,5,0.45,-0.55,-0.024472
-0.048341,5,0.45,-0.6,-0.048341
-4.2052e-07,5,0.5,-0.6,-4.2052e-07
-0.024472,5,0.45,-0.55,-0.024472
-4.1869e-07,5,0.5,-0.55,-4.1869e-07
-0.048341,5,0.4,-0.55,-0.048341
-0.024472,5,0.45,-0.55,-0.024472
-3.8329e-07,5,0.4,-0.5,-3.8329e-07
-4.0748e-07,5,0.45,-0.5,-4.0748e-07
-0.024472,5,0.45,-0.55,-0.024472
-4.2028e-07,5,0.5,-0.55,-4.2028e-07
-4.0805e-07,5,0.45,-0.5,-4.0805e-07
-3.9975e-07,5,0.5,-0.5,-3.9975e-07
-4.1992e-07,5,0.5,-0.6,-4.1992e-07
0.048341,5,0.55,-0.6,0.04834
-4.1872e-07,5,0.5,-0.55,-4.1872e-07
0.024471,5,0.55,-0.55,0.024471
0.048341,5,0.55,-0.6,0.04834
0.095491,5,0.6,-0.6,0.095491
0.024471,5,0.55,-0.55,0.024471
0.048341,5,0.6,-0.55,0.04834
-4.1899e-07,5,0.5,-0.55,-4.1899e-07
0.024471,5,0.55,-0.55,0.024471
-3.9984e-07,5,0.5,-0.5,-3.9984e-07
-3.8709e-07,5,0.55,-0.5,-3.8709e-07
0.024471,5,0.55,-0.55,0.024471
0.048341,5,0.6,-0.55,0.04834
-3.8856e-07,5,0.55,-0.5,-3.8856e-07
-3.5164e-07,5,0.6,-0.5,-3.5164e-07
-3.8245e-07,5,0.4,-0.5,-3.8245e-07
-4.0946e-07,5,0.45,-0.5,-4.0946e-07
0.048341,5,0.4,-0.45,0.04834
0.024471,5,0.45,-0.45,0.024471
-4.0767e-07,5,0.45,-0.5,-4.0767e-07
-4.013e-07,5,0.5,-0.5,-4.013e-07
0.024471,5,0.45,-0.45,0.024471
-3.8887e-07,5,0.5,-0.45,-3.8888e-07
0.048341,5,0.4,-0.45,0.04834
0.024471,5,0.45,-0.45,0.024471
0.095491,5,0.4,-0.4,0.095491
0.048341,5,0.45,-0.4,0.04834
0.024471,5,0.45,-0.45,0.024471
-3.8988e-07,5,0.5,-0.45,-3.8988e-07
0.048341,5,0.45,-0.4,0.04834
-3.4543e-07,5,0.5,-0.4,-3.4543e-07
-3.9984e-07,5,0.5,-0.5,-3.9984e-07
-3.8827e-07,5,0.55,-0.5,-3.8827e-07
-3.8928e-07,5,0.5,-0.45,-3.8928e-07
-0.024472,5,0.55,-0.45,-0.024472
-3.8735e-07,5,0.55,-0.5,-3.8735e-07
-3.5308e-07,5,0.6,-0.5,-3.5308e-07
-0.024472,5,0.55,-0.45,-0.024472
-0.048341,5,0.6,-0.45,-0.048341
-3.8899e-07,5,0.5,-0.45,-3.8899e-07
-0.024472,5,0.55,-0.45,-0.024472
-3.4423e-07,5,0.5,-0.4,-3.4423e-07
-0.048341,5,0.55,-0.4,-0.048341
-0.024472,5,0.55,-0.45,-0.024472
-0.048341,5,0.6,-0.45,-0.048341
-0.048341,5,0.55,-0.4,-0.048341
-0.095492,5,0.6,-0.4,-0.095492
0.095491,5,0.6,-0.6,0.095491
0.14029,5,0.65,-0.6,0.14029
0.048341,5,0.6,-0.55,0.04834
0.071019,5,0.65,-0.55,0.071019
0.14029,5,0.65,-0.6,0.14029
0.18163,5,0.7,-0.6,0.18164
0.071019,5,0.65,-0.55,0.071019
0.09195,5,0.7,-0.55,0.09195
0.048341,5,0.6,-0.55,0.04834
0.071019,5,0.65,-0.55,0.071019
-3.5335e-07,5,0.6,-0.5,-3.5335e-07
-2.8926e-07,5,0.65,-0.5,-2.8926e-07
0.071019,5,0.65,-0.55,0.071019
0.09195,5,0.7,-0.55,0.09195
-2.902e-07,5,0.65,-0.5,-2.902e-07
-2.028e-07,5,0.7,-0.5,-2.028e-07
0.18163,5,0.7,-0.6,0.18164
0.21851,5,0.75,-0.6,0.21851
0.09195,5,0.7,-0.55,0.09195
0.11062,5,0.75,-0.55,0.11062
0.21851,5,0.75,-0.6,0.21851
0.25,5,0.8,-0.6,0.25
0.11062,5,0.75,-0.55,0.11062
0.12656,5,0.8,-0.55,0.12656
0.09195,5,0.7,-0.55,0.09195
0.11062,5,0.75,-0.55,0.11062
-2.0299e-07,5,0.7,-0.5,-2.0299e-07
-1.0578e-07,5,0.75,-0.5,-1.0578e-07
0.11062,5,0.75,-0.55,0.11062
0.12656,5,0.8,-0.55,0.12656
-1.063e-07,5,0.75,-0.5,-1.063e-07
-4.9126e-08,5,0.8,-0.5,-4.9126e-08
-3.5278e-07,5,0.6,-0.5,-3.5278e-07
-2.8901e-07,5,0.65,-0.5,-2.8901e-07
-0.048341,5,0.6,-0.45,-0.048341
-0.07102,5,0.65,-0.45,-0.07102
-2.8872e-07,5,0.65,-0.5,-2.8873e-07
-2.0305e-07,5,0.7,-0.5,-2.0305e-07
-0.07102,5,0.65,-0.45,-0.07102
-0.09195,5,0.7,-0.45,-0.09195
-0.048341,5,0.6,-0.45,-0.048341
-0.07102,5,0.65,-0.45,-0.07102
-0.095492,5,0.6,-0.4,-0.095492
-0.14029,5,0.65,-0.4,-0.14029
-0.07102,5,0.65,-0.45,-0.07102
-0.09195,5,0.7,-0.45,-0.09195
-0.14029,5,0.65,-0.4,-0.14029
-0.18164,5,0.7,-0.4,-0.18164
-2.0277e-07,5,0.7,-0.5,-2.0277e-07
-1.0575e-07,5,0.75,-0.5,-1.0575e-07
-0.09195,5,0.7,-0.45,-0.09195
-0.11062,5,0.75,-0.45,-0.11062
-1.0642e-07,5,0.75,-0.5,-1.0642e-07
-4.7851e-08,5,0.8,-0.5,-4.7851e-08
-0.11062,5,0.75,-0.45,-0.11062
-0.12656,5,0.8,-0.45,-0.12656
-0.09195,5,0.7,-0.45,-0.09195
-0.11062,5,0.75,-0.45,-0.11062
-0.18164,5,0.7,-0.4,-0.18164
-0.21851,5,0.75,-0.4,-0.21851
-0.11062,5,0.75,-0.45,-0.11062
-0.12656,5,0.8,-0.45,-0.12656
-0.21851,5,0.75,-0.4,-0.21851
-0.25,5,0.8,-0.4,-0.25
0.25,5,0.8,-0.6,0.25
0.27533,5,0.85,-0.6,0.27533
0.12656,5,0.8,-0.55,0.12656
0.13938,5,0.85,-0.55,0.13938
0.27534,5,0.85,-0.6,0.27534
0.29376,5,0.9,-0.6,0.29376
0.13939,5,0.85,-0.55,0.13939
0.14871,5,0.9,-0.55,0.14871
0.12656,5,0.8,-0.55,0.12656
0.13938,5,0.85,-0.55,0.13938
-4.9904e-08,5,0.8,-0.5,-4.9904e-08
-1.6129e-08,5,0.85,-0.5,-1.6128e-08
0.13939,5,0.85,-0.55,0.13939
0.14871,5,0.9,-0.55,0.14871
-1.7641e-08,5,0.85,-0.5,-1.7641e-08
7.1162e-09,5,0.9,-0.5,7.1162e-09
0.29403,5,0.9,-0.6,0.29403
0.30007,5,0.95,-0.6,0.30007
0.14885,5,0.9,-0.55,0.14885
0.1519,5,0.95,-0.55,0.1519
0.31036,5,0.95,-0.6,0.31036
0.11358,5,1,-0.6,0.11358
0.15711,5,0.95,-0.55,0.15711
0.057498,5,1,-0.55,0.057498
0.14885,5,0.9,-0.55,0.14885
0.1519,5,0.95,-0.55,0.1519
6.7267e-09,5,0.9,-0.5,6.7267e-09
-6.7539e-09,5,0.95,-0.5,-6.7539e-09
0.15711,5,0.95,-0.55,0.15711
0.057498,5,1,-0.55,0.057498
-8.7979e-09,5,0.95,-0.5,-8.7979e-09
-2.0519e-10,5,1,-0.5,-2.0519e-10
-4.7881e-08,5,0.8,-0.5,-4.7881e-08
-1.6791e-08,5,0.85,-0.5,-1.6791e-08
-0.12656,5,0.8,-0.45,-0.12656
-0.13938,5,0.85,-0.45,-0.13938
-1.6998e-08,5,0.85,-0.5,-1.6998e-08
7.7403e-09,5,0.9,-0.5,7.7403e-09
-0.13939,5,0.85,-0.45,-0.13939
-0.14871,5,0.9,-0.45,-0.14871
-0.12656,5,0.8,-0.45,-0.12656
-0.13938,5,0.85,-0.45,-0.13938
-0.25,5,0.8,-0.4,-0.25
-0.27533,5,0.85,-0.4,-0.27533
-0.13939,5,0.85,-0.45,-0.13939
-0.14871,5,0.9,-0.45,-0.14871
-0.27534,5,0.85,-0.4,-0.27534
-0.29376,5,0.9,-0.4,-0.29376
7.5898e-09,5,0.9,-0.5,7.5898e-09
-7.1443e-09,5,0.95,-0.5,-7.1443e-09
-0.14885,5,0.9,-0.45,-0.14885
-0.1519,5,0.95,-0.45,-0.1519
-7.5638e-09,5,0.95,-0.5,-7.5638e-09
4.6721e-10,5,1,-0.5,4.6721e-10
-0.15711,5,0.95,-0.45,-0.15711
-0.057498,5,1,-0.45,-0.057498
-0.14885,5,0.9,-0.45,-0.14885
-0.1519,5,0.95,-0.45,-0.1519
-0.29403,5,0.9,-0.4,-0.29403
-0.30007,5,0.95,-0.4,-0.30007
-0.15711,5,0.95,-0.45,-0.15711
-0.057498,5,1,-0.45,-0.057498
-0.31036,5,0.95,-0.4,-0.31036
-0.11358,5,1,-0.4,-0.11358
-0.11358,5,-1,-0.4,-0.11358
-0.31036,5,-0.95,-0.4,-0.31036
-0.16687,5,-1,-0.35,-0.16687
-0.45596,5,-0.95,-0.35,-0.45596
-0.30007,5,-0.95,-0.4,-0.30007
-0.29403,5,-0.9,-0.4,-0.29403
-0.44084,5,-0.95,-0.35,-0.44084
-0.43197,5,-0.9,-0.35,-0.43197
-0.16687,5,-1,-0.35,-0.16687
-0.45596,5,-0.95,-0.35,-0.45596
-0.21604,5,-1,-0.3,-0.21604
-0.59034,5,-0.95,-0.3,-0.59034
-0.44084,5,-0.95,-0.35,-0.44084
-0.43197,5,-0.9,-0.35,-0.43197
-0.57076,5,-0.95,-0.3,-0.57076
-0.55927,5,-0.9,-0.3,-0.55927
-0.29376,5,-0.9,-0.4,-0.29376
-0.27534,5,-0.85,-0.4,-0.27534
-0.43157,5,-0.9,-0.35,-0.43157
-0.40451,5,-0.85,-0.35,-0.40451
-0.27533,5,-0.85,-0.4,-0.27533
-0.25,5,-0.8,-0.4,-0.25
-0.4045,5,-0.85,-0.35,-0.4045
-0.36729,5,-0.8,-0.35,-0.36729
-0.43157,5,-0.9,-0.35,-0.43157
-0.40451,5,-0.85,-0.35,-0.40451
-0.55876,5,-0.9,-0.3,-0.55876
-0.52373,5,-0.85,-0.3,-0.52373
-0.4045,5,-0.85,-0.35,-0.4045
-0.36729,5,-0.8,-0.35,-0.36729
-0.52371,5,-0.85,-0.3,-0.52371
-0.47553,5,-0.8,-0.3,-0.47553
-0.21604,5,-1,-0.3,-0.21604
-0.59034,5,-0.95,-0.3,-0.59034
-0.2599,5,-1,-0.25,-0.2599
-0.71018,5,-0.95,-0.25,-0.71018
-0.57076,5,-0.95,-0.3,-0.57076
-0.55927,5,-0.9,-0.3,-0.55927
-0.68662,5,-0.95,-0.25,-0.68662
-0.67281,5,-0.9,-0.25,-0.67281
-0.2599,5,-1,-0.25,-0.2599
-0.71018,5,-0.95,-0.25,-0.71018
-0.29736,5,-1,-0.2,-0.29736
-0.81253,5,-0.95,-0.2,-0.81253
-0.68662,5,-0.95,-0.25,-0.68662
-0.67281,5,-0.9,-0.25,-0.67281
-0.78558,5,-0.95,-0.2,-0.78558
-0.76978,5,-0.9,-0.2,-0.76978
-0.55876,5,-0.9,-0.3,-0.55876
-0.52373,5,-0.85,-0.3,-0.52373
-0.67219,5,-0.9,-0.25,-0.67219
-0.63004,5,-0.85,-0.25,-0.63004
-0.52371,5,-0.85,-0.3,-0.52371
-0.47553,5,-0.8,-0.3,-0.47553
-0.63003,5,-0.85,-0.25,-0.63003
-0.57206,5,-0.8,-0.25,-0.57206
-0.67219,5,-0.9,-0.25,-0.67219
-0.63004,5,-0.85,-0.25,-0.63004
-0.76907,5,-0.9,-0.2,-0.76907
-0.72085,5,-0.85,-0.2,-0.72085
-0.63003,5,-0.85,-0.25,-0.63003
-0.57206,5,-0.8,-0.25,-0.57206
-0.72083,5,-0.85,-0.2,-0.72083
-0.65451,5,-0.8,-0.2,-0.65451
-0.25,5,-0.8,-0.4,-0.25
-0.21851,5,-0.75,-0.4,-0.21851
-0.36729,5,-0.8,-0.35,-0.36729
-0.32102,5,-0.75,-0.35,-0.32102
-0.21851,5,-0.75,-0.4,-0.21851
-0.18163,5,-0.7,-0.4,-0.18164
-0.32102,5,-0.75,-0.35,-0.32102
-0.26685,5,-0.7,-0.35,-0.26685
-0.36729,5,-0.8,-0.35,-0.36729
-0.32102,5,-0.75,-0.35,-0.32102
-0.47553,5,-0.8,-0.3,-0.47553
-0.41563,5,-0.75,-0.3,-0.41563
-0.32102,5,-0.75,-0.35,-0.32102
-0.26685,5,-0.7,-0.35,-0.26685
-0.41563,5,-0.75,-0.3,-0.41563
-0.34549,5,-0.7,-0.3,-0.34549
-0.18163,5,-0.7,-0.4,-0.18164
-0.14029,5,-0.65,-0.4,-0.14029
-0.26685,5,-0.7,-0.35,-0.26685
-0.20611,5,-0.65,-0.35,-0.20611
-0.14029,5,-0.65,-0.4,-0.14029
-0.095491,5,-0.6,-0.4,-0.095491
-0.20611,5,-0.65,-0.35,-0.20611
-0.14029,5,-0.6,-0.35,-0.14029
-0.26685,5,-0.7,-0.35,-0.26685
-0.20611,5,-0.65,-0.35,-0.20611
-0.34549,5,-0.7,-0.3,-0.34549
-0.26685,5,-0.65,-0.3,-0.26685
-0.20611,5,-0.65,-0.35,-0.20611
-0.14029,5,-0.6,-0.35,-0.14029
-0.26685,5,-0.65,-0.3,-0.26685
-0.18163,5,-0.6,-0.3,-0.18164
-0.47553,5,-0.8,-0.3,-0.47553
-0.41563,5,-0.75,-0.3,-0.41563
-0.57206,5,-0.8,-0.25,-0.57206
-0.5,5,-0.75,-0.25,-0.5
-0.41563,5,-0.75,-0.3,-0.41563
-0.34549,5,-0.7,-0.3,-0.34549
-0.5,5,-0.75,-0.25,-0.5
-0.41563,5,-0.7,-0.25,-0.41563
-0.57206,5,-0.8,-0.25,-0.57206
-0.5,5,-0.75,-0.25,-0.5
-0.65451,5,-0.8,-0.2,-0.65451
-0.57206,5,-0.75,-0.2,-0.57206
-0.5,5,-0.75,-0.25,-0.5
-0.41563,5,-0.7,-0.25,-0.41563
-0.57206,5,-0.75,-0.2,-0.57206
-0.47553,5,-0.7,-0.2,-0.47553
-0.34549,5,-0.7,-0.3,-0.34549
-0.26685,5,-0.65,-0.3,-0.26685
-0.41563,5,-0.7,-0.25,-0.41563
-0.32102,5,-0.65,-0.25,-0.32102
-0.26685,5,-0.65,-0.3,-0.26685
-0.18163,5,-0.6,-0.3,-0.18164
-0.32102,5,-0.65,-0.25,-0.32102
-0.21851,5,-0.6,-0.25,-0.21851
-0.41563,5,-0.7,-0.25,-0.41563
-0.32102,5,-0.65,-0.25,-0.32102
-0.47553,5,-0.7,-0.2,-0.47553
-0.36729,5,-0.65,-0.2,-0.36729
-0.32102,5,-0.65,-0.25,-0.32102
-0.21851,5,-0.6,-0.25,-0.21851
-0.36729,5,-0.65,-0.2,-0.36729
-0.25,5,-0.6,-0.2,-0.25
-0.095491,5,-0.6,-0.4,-0.095491
-0.04834,5,-0.55,-0.4,-0.04834
-0.14029,5,-0.6,-0.35,-0.14029
-0.071019,5,-0.55,-0.35,-0.071019
-0.04834,5,-0.55,-0.4,-0.04834
6.2292e-07,5,-0.5,-0.4,6.2292e-07
-0.071019,5,-0.55,-0.35,-0.071019
5.3711e-07,5,-0.5,-0.35,5.3711e-07
-0.14029,5,-0.6,-0.35,-0.14029
-0.071019,5,-0.55,-0.35,-0.071019
-0.18163,5,-0.6,-0.3,-0.18164
-0.091949,5,-0.55,-0.3,-0.091949
-0.071019,5,-0.55,-0.35,-0.071019
5.3779e-07,5,-0.5,-0.35,5.3779e-07
-0.091949,5,-0.55,-0.3,-0.091949
4.7268e-07,5,-0.5,-0.3,4.7268e-07
6.235e-07,5,-0.5,-0.4,6.235e-07
0.048342,5,-0.45,-0.4,0.048342
5.3917e-07,5,-0.5,-0.35,5.3917e-07
0.07102,5,-0.45,-0.35,0.07102
0.048342,5,-0.45,-0.4,0.048342
0.095492,5,-0.4,-0.4,0.095492
0.07102,5,-0.45,-0.35,0.07102
0.14029,5,-0.4,-0.35,0.14029
5.3872e-07,5,-0.5,-0.35,5.3872e-07
0.07102,5,-0.45,-0.35,0.07102
4.7503e-07,5,-0.5,-0.3,4.7503e-07
0.09195,5,-0.45,-0.3,0.09195
0.07102,5,-0.45,-0.35,0.07102
0.14029,5,-0.4,-0.35,0.14029
0.09195,5,-0.45,-0.3,0.09195
0.18164,5,-0.4,-0.3,0.18164
-0.18163,5,-0.6,-0.3,-0.18164
-0.091949,5,-0.55,-0.3,-0.091949
-0.21851,5,-0.6,-0.25,-0.21851
-0.11062,5,-0.55,-0.25,-0.11062
-0.091949,5,-0.55,-0.3,-0.091949
4.7276e-07,5,-0.5,-0.3,4.7276e-07
-0.11062,5,-0.55,-0.25,-0.11062
4.1329e-07,5,-0.5,-0.25,4.1329e-07
-0.21851,5,-0.6,-0.25,-0.21851
-0.11062,5,-0.55,-0.25,-0.11062
-0.25,5,-0.6,-0.2,-0.25
-0.12656,5,-0.55,-0.2,-0.12656
-0.11062,5,-0.55,-0.25,-0.11062
4.1066e-07,5,-0.5,-0.25,4.1066e-07
-0.12656,5,-0.55,-0.2,-0.12656
4.1333e-07,5,-0.5,-0.2,4.1333e-07
4.7392e-07,5,-0.5,-0.3,4.7392e-07
0.09195,5,-0.45,-0.3,0.09195
4.1107e-07,5,-0.5,-0.25,4.1107e-07
0.11062,5,-0.45,-0.25,0.11062
0.09195,5,-0.45,-0.3,0.09195
0.18164,5,-0.4,-0.3,0.18164
0.11062,5,-0.45,-0.25,0.11062
0.21851,5,-0.4,-0.25,0.21851
4.1135e-07,5,-0.5,-0.25,4.1135e-07
0.11062,5,-0.45,-0.25,0.11062
4.1436e-07,5,-0.5,-0.2,4.1436e-07
0.12656,5,-0.45,-0.2,0.12656
0.11062,5,-0.45,-0.25,0.11062
0.21851,5,-0.4,-0.25,0.21851
0.12656,5,-0.45,-0.2,0.12656
0.25,5,-0.4,-0.2,0.25
0.095492,5,-0.4,-0.4,0.095492
0.14029,5,-0.35,-0.4,0.14029
0.14029,5,-0.4,-0.35,0.14029
0.20611,5,-0.35,-0.35,0.20611
0.14029,5,-0.35,-0.4,0.14029
0.18164,5,-0.3,-0.4,0.18164
0.20611,5,-0.35,-0.35,0.20611
0.26685,5,-0.3,-0.35,0.26685
0.14029,5,-0.4,-0.35,0.14029
0.20611,5,-0.35,-0.35,0.20611
0.18164,5,-0.4,-0.3,0.18164
0.26685,5,-0.35,-0.3,0.26685
0.20611,5,-0.35,-0.35,0.20611
0.26685,5,-0.3,-0.35,0.26685
0.26685,5,-0.35,-0.3,0.26685
0.34549,5,-0.3,-0.3,0.34549
0.18164,5,-0.3,-0.4,0.18164
0.21851,5,-0.25,-0.4,0.21851
0.26685,5,-0.3,-0.35,0.26685
0.32102,5,-0.25,-0.35,0.32102
0.21851,5,-0.25,-0.4,0.21851
0.25,5,-0.2,-0.4,0.25
0.32102,5,-0.25,-0.35,0.32102
0.36729,5,-0.2,-0.35,0.36729
0.26685,5,-0.3,-0.35,0.26685
0.32102,5,-0.25,-0.35,0.32102
0.34549,5,-0.3,-0.3,0.34549
0.41563,5,-0.25,-0.3,0.41563
0.32102,5,-0.25,-0.35,0.32102
0.36729,5,-0.2,-0.35,0.36729
0.41563,5,-0.25,-0.3,0.41563
0.47553,5,-0.2,-0.3,0.47553
0.18164,5,-0.4,-0.3,0.18164
0.26685,5,-0.35,-0.3,0.26685
0.21851,5,-0.4,-0.25,0.21851
0.32102,5,-0.35,-0.25,0.32102
